Generation,ID,Annotation,Position,Population,t0,prevalence,Gene,allele_freq
1200,81714307,background,327018,Hypermutator,1022,11490,g328,0.01149
1200,81781614,background,3384299,Hypermutator,1023,17653,g3385,0.017653
1200,82103878,background,2946520,Hypermutator,1027,17653,g2947,0.017653
1200,82260156,background,2174864,Hypermutator,1029,11490,g2175,0.01149
1200,82270442,background,610941,Hypermutator,1029,43576,g611,0.043576
1100,82316655,background,2880644,Hypermutator,1030,13551,g2881,0.013551
1100,82590097,beneficial,95589,Hypermutator,1033,13551,g96,0.013551
1200,82650519,beneficial,29057,Hypermutator,1034,17653,g30,0.017653
1200,82890784,beneficial,15268,Hypermutator,1037,467418,g16,0.467418
1200,83167701,background,2702572,Hypermutator,1040,43576,g2703,0.043576
1200,83455714,background,355249,Hypermutator,1044,434822,g356,0.434822
1200,83815485,background,3974080,Hypermutator,1048,43576,g3975,0.043576
1200,83822865,background,2496479,Hypermutator,1048,56916,g2497,0.056916
1200,83851767,background,3094554,Hypermutator,1049,434822,g3095,0.434822
1200,84332569,background,857690,Hypermutator,1055,71240,g858,0.07124
1200,84390537,background,3546280,Hypermutator,1055,43576,g3547,0.043576
1200,84515587,background,2707973,Hypermutator,1057,56916,g2708,0.056916
1200,84825143,beneficial,63794,Hypermutator,1061,11490,g64,0.01149
1200,85089433,beneficial,59763,Hypermutator,1064,43576,g60,0.043576
1200,85173837,background,383062,Hypermutator,1065,32103,g384,0.032103
1300,85379972,background,1052527,Hypermutator,1068,12291,g1053,0.012291
1200,85392737,background,3410765,Hypermutator,1068,25224,g3411,0.025224
1200,85491609,background,1310717,Hypermutator,1069,32103,g1311,0.032103
1200,85558034,background,3573662,Hypermutator,1070,13911,g3574,0.013911
1200,85567456,beneficial,87222,Hypermutator,1070,434822,g88,0.434822
1200,85567457,background,2984518,Hypermutator,1070,434822,g2985,0.434822
1200,85623012,background,2793605,Hypermutator,1071,32103,g2794,0.032103
1200,85710193,background,1678348,Hypermutator,1072,23000,g1679,0.023
1200,85887907,background,3204928,Hypermutator,1074,13066,g3205,0.013066
1200,86042225,background,968080,Hypermutator,1076,357572,g969,0.357572
1200,86197791,background,305086,Hypermutator,1078,22203,g306,0.022203
1300,86354755,background,634999,Hypermutator,1080,82542,g635,0.082542
1300,86731913,background,690665,Hypermutator,1085,82533,g691,0.082533
1300,86890272,background,1526417,Hypermutator,1087,82533,g1527,0.082533
1200,86899222,background,3007982,Hypermutator,1087,14713,g3008,0.014713
1300,86948610,background,1578168,Hypermutator,1087,12289,g1579,0.012289
1200,86993684,neutral,291515,Hypermutator,1088,49368,g292,0.049368
1300,87352015,background,2821543,Hypermutator,1092,17553,g2822,0.017553
1200,87361381,background,1456663,Hypermutator,1093,18819,g1457,0.018819
1200,87361382,background,3845591,Hypermutator,1093,18819,g3846,0.018819
1300,87394031,background,770353,Hypermutator,1093,61244,g771,0.061244
1200,87407140,background,427764,Hypermutator,1093,17230,g428,0.01723
1300,87467001,background,489199,Hypermutator,1094,17553,g490,0.017553
1200,87541896,background,877828,Hypermutator,1095,18614,g878,0.018614
1200,87666659,beneficial,53316,Hypermutator,1096,113776,g54,0.113776
1200,87940066,background,703271,Hypermutator,1100,38595,g704,0.038595
1200,88005245,background,3164850,Hypermutator,1101,38595,g3165,0.038595
1300,88355870,background,2968455,Hypermutator,1105,12287,g2969,0.012287
1200,88583570,background,1944530,Hypermutator,1108,14178,g1945,0.014178
1200,88600563,background,2155585,Hypermutator,1108,48204,g2156,0.048204
1200,88686271,background,2701225,Hypermutator,1109,18389,g2702,0.018389
1300,88739398,background,2498649,Hypermutator,1110,17541,g2499,0.017541
1200,88760099,background,1367520,Hypermutator,1110,18389,g1368,0.018389
1200,88878575,beneficial,41131,Hypermutator,1112,13995,g42,0.013995
1300,89202495,background,631246,Hypermutator,1116,17541,g632,0.017541
1300,89204268,background,2237054,Hypermutator,1116,10756,g2238,0.010756
1300,89223396,background,2407205,Hypermutator,1116,29605,g2408,0.029605
1300,89362307,background,181977,Hypermutator,1118,31906,g182,0.031906
1300,89393788,background,3801192,Hypermutator,1118,17852,g3802,0.017852
1300,89402907,background,3140029,Hypermutator,1118,10756,g3141,0.010756
1300,89769240,beneficial,15070,Hypermutator,1123,12287,g16,0.012287
1300,90096253,background,2683807,Hypermutator,1127,10344,g2684,0.010344
1300,90118281,background,1888109,Hypermutator,1127,24155,g1889,0.024155
1300,90140602,background,2677474,Hypermutator,1127,13343,g2678,0.013343
1300,90316423,background,3380467,Hypermutator,1130,17541,g3381,0.017541
1300,90316424,background,3613175,Hypermutator,1130,17541,g3614,0.017541
1300,90349732,background,3066910,Hypermutator,1130,19070,g3067,0.01907
1300,90579296,background,477469,Hypermutator,1133,210488,g478,0.210488
1300,90579297,background,1407682,Hypermutator,1133,210488,g1408,0.210488
1300,90771198,background,2665523,Hypermutator,1135,12565,g2666,0.012565
1300,90775289,background,1406092,Hypermutator,1135,15451,g1407,0.015451
1300,90826391,beneficial,97404,Hypermutator,1136,17541,g98,0.017541
1300,91116974,background,3716612,Hypermutator,1140,23586,g3717,0.023586
1300,91394826,background,1762474,Hypermutator,1143,16978,g1763,0.016978
1300,91473977,background,2461047,Hypermutator,1144,83795,g2462,0.083795
1300,91628115,background,2153841,Hypermutator,1146,45379,g2154,0.045379
1400,91808897,background,2094567,Hypermutator,1148,523725,g2095,0.523725
1300,91931777,background,1491725,Hypermutator,1150,32392,g1492,0.032392
1300,91955178,background,3061407,Hypermutator,1150,82526,g3062,0.082526
1300,92087635,background,3801262,Hypermutator,1152,17541,g3802,0.017541
1300,92119868,background,3879597,Hypermutator,1152,15457,g3880,0.015457
1300,92125326,background,3112365,Hypermutator,1152,57495,g3113,0.057495
1300,92270043,background,644060,Hypermutator,1154,12022,g645,0.012022
1300,92358039,beneficial,52335,Hypermutator,1155,82526,g53,0.082526
1300,92359671,beneficial,30669,Hypermutator,1155,61226,g31,0.061226
1300,92361485,background,1632121,Hypermutator,1155,18202,g1633,0.018202
1300,92420410,background,3168070,Hypermutator,1156,57495,g3169,0.057495
1300,92425344,beneficial,23264,Hypermutator,1156,16086,g24,0.016086
1400,92631525,background,111338,Hypermutator,1158,170859,g112,0.170859
1300,93012729,background,1728727,Hypermutator,1163,35441,g1729,0.035441
1300,93482536,background,2720874,Hypermutator,1169,12368,g2721,0.012368
1300,93534033,background,3609574,Hypermutator,1170,51910,g3610,0.05191
1300,93631398,background,388140,Hypermutator,1171,37276,g389,0.037276
1300,93767311,beneficial,78699,Hypermutator,1173,16983,g79,0.016983
1300,93971432,beneficial,97233,Hypermutator,1175,51910,g98,0.05191
1400,94088101,background,1216936,Hypermutator,1177,170859,g1217,0.170859
1300,94401840,beneficial,13667,Hypermutator,1181,25382,g14,0.025382
1400,94502588,background,768325,Hypermutator,1182,170859,g769,0.170859
1400,94888273,background,3285927,Hypermutator,1187,523522,g3286,0.523522
1400,95181499,background,995215,Hypermutator,1190,19809,g996,0.019809
1400,96288634,background,1941847,Hypermutator,1204,523522,g1942,0.523522
1400,96470039,background,3532588,Hypermutator,1206,14934,g3533,0.014934
1400,96478681,background,3549091,Hypermutator,1207,12112,g3550,0.012112
1400,97700781,background,2549058,Hypermutator,1222,523522,g2550,0.523522
1400,98091437,beneficial,17563,Hypermutator,1227,523522,g18,0.523522
1400,98255705,background,1591885,Hypermutator,1229,523522,g1592,0.523522
1400,98287418,beneficial,24448,Hypermutator,1229,14873,g25,0.014873
1400,98994628,background,1279760,Hypermutator,1238,125018,g1280,0.125018
1400,99256822,background,2993617,Hypermutator,1241,523522,g2994,0.523522
1400,99517532,beneficial,93291,Hypermutator,1245,170859,g94,0.170859
1400,99840366,background,336053,Hypermutator,1249,170859,g337,0.170859
1400,100279420,background,3343690,Hypermutator,1254,14873,g3344,0.014873
1400,100341157,background,3242565,Hypermutator,1255,13417,g3243,0.013417
1400,100481307,beneficial,14382,Hypermutator,1257,124454,g15,0.124454
1400,100561811,background,3724953,Hypermutator,1258,16367,g3725,0.016367
1400,100867159,background,874109,Hypermutator,1261,65471,g875,0.065471
1400,101086448,background,2915221,Hypermutator,1264,39248,g2916,0.039248
1400,101140550,background,1542054,Hypermutator,1265,45733,g1543,0.045733
1400,101184313,background,1354144,Hypermutator,1265,16367,g1355,0.016367
1400,101200222,background,2552081,Hypermutator,1266,23855,g2553,0.023855
1500,101217805,background,1601276,Hypermutator,1266,29429,g1602,0.029429
1400,101279437,background,2241727,Hypermutator,1267,12383,g2242,0.012383
1400,101282119,background,2559360,Hypermutator,1267,11022,g2560,0.011022
1400,101453325,background,607283,Hypermutator,1269,13417,g608,0.013417
1500,101527596,background,1163308,Hypermutator,1270,10458,g1164,0.010458
1400,101554395,background,3149935,Hypermutator,1270,11805,g3150,0.011805
1400,101767077,neutral,253666,Hypermutator,1273,22887,g254,0.022887
1400,101767078,background,3464708,Hypermutator,1273,22887,g3465,0.022887
1400,101784047,background,2640653,Hypermutator,1273,49343,g2641,0.049343
1400,101799945,background,1213687,Hypermutator,1273,44548,g1214,0.044548
1400,101952869,background,1643039,Hypermutator,1275,12360,g1644,0.01236
1500,101980614,background,319224,Hypermutator,1275,52439,g320,0.052439
1400,102039824,background,502400,Hypermutator,1276,16967,g503,0.016967
1400,102073785,background,3260575,Hypermutator,1277,10912,g3261,0.010912
1400,102091587,background,3907193,Hypermutator,1277,11022,g3908,0.011022
1400,102140407,background,1342992,Hypermutator,1277,13417,g1343,0.013417
1600,102162139,background,2193158,Hypermutator,1278,14986,g2194,0.014986
1400,102190922,background,3619337,Hypermutator,1278,18399,g3620,0.018399
1500,102193788,background,3869096,Hypermutator,1278,29429,g3870,0.029429
1500,102362401,background,761147,Hypermutator,1280,52439,g762,0.052439
1500,102429447,background,2656436,Hypermutator,1281,52439,g2657,0.052439
1400,102515691,background,1903432,Hypermutator,1282,26207,g1904,0.026207
1600,102553297,background,3699356,Hypermutator,1283,14986,g3700,0.014986
1500,102563744,background,3389467,Hypermutator,1283,52439,g3390,0.052439
1400,102685969,beneficial,22371,Hypermutator,1284,40795,g23,0.040795
1400,102699335,background,51160,Hypermutator,1284,13105,g52,0.013105
1400,102866118,background,1471586,Hypermutator,1286,13374,g1472,0.013374
1500,102873391,background,2830599,Hypermutator,1287,40106,g2831,0.040106
1400,102875161,background,3882136,Hypermutator,1287,11517,g3883,0.011517
1400,102897501,background,637234,Hypermutator,1287,11295,g638,0.011295
1400,102931091,background,2328281,Hypermutator,1287,20134,g2329,0.020134
1400,102961420,background,3946735,Hypermutator,1288,15505,g3947,0.015505
1400,103004976,background,2490659,Hypermutator,1288,10088,g2491,0.010088
1500,103133600,background,3218259,Hypermutator,1290,11219,g3219,0.011219
1600,103204943,background,3211178,Hypermutator,1291,21784,g3212,0.021784
1400,103207747,background,2070391,Hypermutator,1291,12296,g2071,0.012296
1400,103410626,background,3293493,Hypermutator,1293,18868,g3294,0.018868
1500,103471634,background,2160900,Hypermutator,1294,29429,g2161,0.029429
1500,103673473,background,3230025,Hypermutator,1297,29429,g3231,0.029429
1500,103916193,background,1388203,Hypermutator,1300,10764,g1389,0.010764
1400,103943983,background,2812323,Hypermutator,1300,16491,g2813,0.016491
1500,104315939,background,1093662,Hypermutator,1305,14790,g1094,0.01479
1500,104827115,background,1621514,Hypermutator,1311,552578,g1622,0.552578
1500,104897469,background,512217,Hypermutator,1312,51655,g513,0.051655
1500,104928869,beneficial,20655,Hypermutator,1312,14790,g21,0.01479
1500,105002946,background,3015163,Hypermutator,1313,39459,g3016,0.039459
1500,105138237,background,897126,Hypermutator,1315,51401,g898,0.051401
1500,105729581,background,182922,Hypermutator,1322,10670,g183,0.01067
1500,105753083,background,1793798,Hypermutator,1323,10670,g1794,0.01067
1500,105973230,beneficial,32400,Hypermutator,1325,11279,g33,0.011279
1500,106119943,background,2777923,Hypermutator,1327,51230,g2778,0.05123
1500,106174436,background,3158158,Hypermutator,1328,51230,g3159,0.05123
1500,106363207,neutral,259160,Hypermutator,1330,15432,g260,0.015432
1500,106406770,beneficial,21552,Hypermutator,1331,552471,g22,0.552471
1500,106478338,background,3885439,Hypermutator,1332,51187,g3886,0.051187
1600,106712493,background,594574,Hypermutator,1335,14961,g595,0.014961
1500,106770753,background,3865524,Hypermutator,1335,29429,g3866,0.029429
1500,106791633,background,3372299,Hypermutator,1336,10670,g3373,0.01067
1600,106866040,neutral,247840,Hypermutator,1336,21784,g248,0.021784
1500,107002346,background,3523224,Hypermutator,1338,91335,g3524,0.091335
1500,107401198,background,385382,Hypermutator,1343,54382,g386,0.054382
1500,107424093,background,3311735,Hypermutator,1343,29429,g3312,0.029429
1600,107534909,background,73037,Hypermutator,1345,14961,g74,0.014961
1500,107583646,background,3701596,Hypermutator,1345,10670,g3702,0.01067
1500,107600185,background,616802,Hypermutator,1346,15432,g617,0.015432
1500,107791729,background,3212944,Hypermutator,1348,18746,g3213,0.018746
1500,107920026,background,2430054,Hypermutator,1350,19420,g2431,0.01942
1500,108159495,background,1477311,Hypermutator,1353,17276,g1478,0.017276
1500,108325307,background,758722,Hypermutator,1355,39449,g759,0.039449
1600,108352243,background,2149219,Hypermutator,1355,21784,g2150,0.021784
1500,108428509,background,1922495,Hypermutator,1356,14889,g1923,0.014889
1500,108476767,background,3041134,Hypermutator,1357,18746,g3042,0.018746
1500,108477387,beneficial,27429,Hypermutator,1357,39449,g28,0.039449
1500,108480873,background,1633531,Hypermutator,1357,100455,g1634,0.100455
1500,108486897,background,1284230,Hypermutator,1357,12434,g1285,0.012434
1500,108490393,beneficial,85603,Hypermutator,1357,29429,g86,0.029429
1500,108526613,background,2829469,Hypermutator,1357,10670,g2830,0.01067
1500,108623996,background,2153176,Hypermutator,1358,12233,g2154,0.012233
1500,108640383,background,1891631,Hypermutator,1359,17169,g1892,0.017169
1500,108681938,background,1447337,Hypermutator,1359,20987,g1448,0.020987
1500,108747954,background,3445203,Hypermutator,1360,17686,g3446,0.017686
1500,108881332,background,329645,Hypermutator,1362,20987,g330,0.020987
1600,108892886,background,3129672,Hypermutator,1362,14961,g3130,0.014961
1500,108893029,background,136256,Hypermutator,1362,40322,g137,0.040322
1500,108915507,background,1347552,Hypermutator,1362,14889,g1348,0.014889
1500,108940367,background,2258700,Hypermutator,1362,13017,g2259,0.013017
1600,108997633,background,2728503,Hypermutator,1363,21784,g2729,0.021784
1500,108999870,background,1180743,Hypermutator,1363,17686,g1181,0.017686
1500,109100021,background,1360268,Hypermutator,1364,14940,g1361,0.01494
1500,109211562,background,374669,Hypermutator,1366,50627,g375,0.050627
1500,109237836,background,3437235,Hypermutator,1366,12434,g3438,0.012434
1500,109243084,background,2468746,Hypermutator,1366,20987,g2469,0.020987
1500,109329537,background,1059237,Hypermutator,1367,22049,g1060,0.022049
1500,109602129,background,884600,Hypermutator,1371,15432,g885,0.015432
1500,109616184,background,1974927,Hypermutator,1371,18746,g1975,0.018746
1600,109646044,background,883847,Hypermutator,1371,14961,g884,0.014961
1500,109712113,background,2712129,Hypermutator,1372,11018,g2713,0.011018
1500,109723366,background,740336,Hypermutator,1372,20225,g741,0.020225
1500,109932074,background,1689109,Hypermutator,1375,29198,g1690,0.029198
1500,110216589,background,145807,Hypermutator,1378,14889,g146,0.014889
1600,110250999,background,1635562,Hypermutator,1379,21784,g1636,0.021784
1500,110258736,background,3939612,Hypermutator,1379,12369,g3940,0.012369
1500,110265421,beneficial,965,Hypermutator,1379,10630,g1,0.01063
1600,110288330,background,2156868,Hypermutator,1379,24024,g2157,0.024024
1500,110290970,background,2200392,Hypermutator,1379,15413,g2201,0.015413
1500,110453686,background,3052421,Hypermutator,1381,25706,g3053,0.025706
1500,110479906,beneficial,54996,Hypermutator,1382,51150,g55,0.05115
1600,110889049,beneficial,80276,Hypermutator,1387,14961,g81,0.014961
1500,111121188,background,807926,Hypermutator,1390,12165,g808,0.012165
1600,111127691,background,3795879,Hypermutator,1390,11539,g3796,0.011539
1600,111324141,background,3134556,Hypermutator,1392,21784,g3135,0.021784
1500,111367149,background,1155528,Hypermutator,1393,10525,g1156,0.010525
1500,111369563,beneficial,12897,Hypermutator,1393,12165,g13,0.012165
1500,111393862,background,2622059,Hypermutator,1393,10484,g2623,0.010484
1500,111453711,background,3208664,Hypermutator,1394,22418,g3209,0.022418
1600,111655552,background,1734517,Hypermutator,1396,10123,g1735,0.010123
1500,111741421,beneficial,76635,Hypermutator,1397,15432,g77,0.015432
1600,111802650,beneficial,94292,Hypermutator,1398,21784,g95,0.021784
1600,111965713,background,2325801,Hypermutator,1400,33906,g2326,0.033906
1600,112019024,background,1994450,Hypermutator,1401,10179,g1995,0.010179
1600,112043028,background,2288625,Hypermutator,1401,34927,g2289,0.034927
1600,112183350,background,2602223,Hypermutator,1403,19846,g2603,0.019846
1600,112197729,background,388494,Hypermutator,1403,31045,g389,0.031045
1600,112627503,background,957809,Hypermutator,1408,14961,g958,0.014961
1600,112687316,background,332422,Hypermutator,1409,10123,g333,0.010123
1600,112865480,background,1331006,Hypermutator,1411,13770,g1332,0.01377
1600,113018049,background,923509,Hypermutator,1413,29339,g924,0.029339
1600,113097168,background,1691085,Hypermutator,1414,34401,g1692,0.034401
1600,113210987,background,193788,Hypermutator,1416,14961,g194,0.014961
1600,113309757,background,927325,Hypermutator,1417,143826,g928,0.143826
1600,113310890,background,2973363,Hypermutator,1417,15684,g2974,0.015684
1600,113323473,background,2923074,Hypermutator,1417,34401,g2924,0.034401
1600,113651496,background,836484,Hypermutator,1421,15684,g837,0.015684
1600,113671331,background,2884847,Hypermutator,1422,51873,g2885,0.051873
1600,113688537,background,645501,Hypermutator,1422,57921,g646,0.057921
1600,113703540,background,1590395,Hypermutator,1422,13569,g1591,0.013569
1600,113761351,background,3261521,Hypermutator,1423,10558,g3262,0.010558
1600,113813622,background,531415,Hypermutator,1423,51873,g532,0.051873
1600,113971322,background,1994184,Hypermutator,1425,13225,g1995,0.013225
1600,114111615,background,649393,Hypermutator,1427,143504,g650,0.143504
1600,114452963,background,1809303,Hypermutator,1431,25094,g1810,0.025094
1600,114452964,background,3675832,Hypermutator,1431,25094,g3676,0.025094
1600,114535925,background,884428,Hypermutator,1432,21851,g885,0.021851
1600,114580937,background,771576,Hypermutator,1433,24978,g772,0.024978
1600,114722394,beneficial,57909,Hypermutator,1435,29168,g58,0.029168
1600,115019172,background,1459691,Hypermutator,1438,24950,g1460,0.02495
1600,115537345,background,346871,Hypermutator,1445,57770,g347,0.05777
1600,115851824,background,1350735,Hypermutator,1449,13516,g1351,0.013516
1600,116105939,beneficial,92077,Hypermutator,1452,107164,g93,0.107164
1600,116151247,background,1816239,Hypermutator,1453,10042,g1817,0.010042
1600,116189152,beneficial,41248,Hypermutator,1453,143288,g42,0.143288
1600,116421937,background,463756,Hypermutator,1456,107164,g464,0.107164
1600,116423883,background,3791319,Hypermutator,1456,57770,g3792,0.05777
1600,116499041,background,2934526,Hypermutator,1457,15084,g2935,0.015084
1600,116837507,beneficial,12816,Hypermutator,1461,21849,g13,0.021849
1700,116871718,background,2642810,Hypermutator,1462,19615,g2643,0.019615
1600,116873593,background,1925786,Hypermutator,1462,50408,g1926,0.050408
1600,117230778,beneficial,99015,Hypermutator,1466,13516,g100,0.013516
1600,117317577,background,1663022,Hypermutator,1467,24897,g1664,0.024897
1600,117346112,beneficial,96971,Hypermutator,1467,50349,g97,0.050349
1600,117494218,background,3192616,Hypermutator,1469,11906,g3193,0.011906
1600,117579096,background,812715,Hypermutator,1470,57770,g813,0.05777
1700,117676722,background,2468859,Hypermutator,1472,19615,g2469,0.019615
1600,118053457,background,1754147,Hypermutator,1476,62816,g1755,0.062816
1600,118054561,background,2937578,Hypermutator,1476,17995,g2938,0.017995
1600,118415974,background,862615,Hypermutator,1481,37923,g863,0.037923
1600,118718299,background,870465,Hypermutator,1485,10912,g871,0.010912
1600,118811639,background,2952551,Hypermutator,1486,33938,g2953,0.033938
1600,118929617,beneficial,78809,Hypermutator,1487,33938,g79,0.033938
1600,118931055,beneficial,45216,Hypermutator,1487,18610,g46,0.01861
1600,118945417,beneficial,87785,Hypermutator,1487,57719,g88,0.057719
1600,118981995,background,3519652,Hypermutator,1488,33938,g3520,0.033938
1600,119163007,background,1514105,Hypermutator,1490,14494,g1515,0.014494
1600,119164848,background,3057582,Hypermutator,1490,33938,g3058,0.033938
1600,119624600,background,2436037,Hypermutator,1496,24897,g2437,0.024897
1600,119676165,background,161725,Hypermutator,1497,20180,g162,0.02018
1600,120493999,beneficial,5891,Hypermutator,1507,24897,g6,0.024897
1600,120604669,beneficial,73832,Hypermutator,1508,10109,g74,0.010109
1600,120980826,background,1438044,Hypermutator,1513,13071,g1439,0.013071
1600,121329751,beneficial,14249,Hypermutator,1517,14691,g15,0.014691
1600,121393913,beneficial,47143,Hypermutator,1518,13070,g48,0.01307
1700,121569559,background,1215087,Hypermutator,1520,19615,g1216,0.019615
1600,121695202,background,1488615,Hypermutator,1522,13070,g1489,0.01307
1700,121869933,beneficial,70833,Hypermutator,1524,19615,g71,0.019615
1700,122072972,background,412261,Hypermutator,1527,19615,g413,0.019615
1600,122802871,background,3677077,Hypermutator,1536,10989,g3678,0.010989
1700,123002272,background,885564,Hypermutator,1538,10251,g886,0.010251
1700,123665410,background,477386,Hypermutator,1546,749894,g478,0.749894
1700,124122113,background,343735,Hypermutator,1552,76720,g344,0.07672
1700,124712542,background,3404705,Hypermutator,1560,743143,g3405,0.743143
1700,126268358,beneficial,50699,Hypermutator,1579,740906,g51,0.740906
1700,127428303,background,3269220,Hypermutator,1594,192503,g3270,0.192503
1700,127443911,background,3866562,Hypermutator,1594,49974,g3867,0.049974
1700,127567457,background,666715,Hypermutator,1595,18443,g667,0.018443
1700,127628621,beneficial,75110,Hypermutator,1596,76393,g76,0.076393
1700,127713713,background,3830461,Hypermutator,1597,10875,g3831,0.010875
1700,127813284,background,173377,Hypermutator,1598,31951,g174,0.031951
1700,127916933,background,2269176,Hypermutator,1600,22159,g2270,0.022159
1700,128216294,background,1932067,Hypermutator,1603,18155,g1933,0.018155
1700,128311003,neutral,283539,Hypermutator,1605,23398,g284,0.023398
1700,128318333,background,3269209,Hypermutator,1605,18833,g3270,0.018833
1700,128472084,background,963251,Hypermutator,1607,18155,g964,0.018155
1700,128566523,background,1608720,Hypermutator,1608,14283,g1609,0.014283
1700,128675496,background,930377,Hypermutator,1609,18833,g931,0.018833
1700,128702406,background,1918728,Hypermutator,1609,21741,g1919,0.021741
1700,128731273,background,1972837,Hypermutator,1610,26942,g1973,0.026942
1700,128773983,background,2775282,Hypermutator,1610,11370,g2776,0.01137
1700,128791269,background,2651184,Hypermutator,1611,17890,g2652,0.01789
1700,128855248,background,3496828,Hypermutator,1611,10799,g3497,0.010799
1700,128884529,background,3781384,Hypermutator,1612,22060,g3782,0.02206
1700,128990180,background,177421,Hypermutator,1613,13873,g178,0.013873
1700,129033937,background,2382228,Hypermutator,1614,15624,g2383,0.015624
1700,129039709,background,2007893,Hypermutator,1614,29315,g2008,0.029315
1700,129076931,background,677399,Hypermutator,1614,10377,g678,0.010377
1700,129177254,background,2273566,Hypermutator,1615,13745,g2274,0.013745
1700,129457587,background,2842348,Hypermutator,1619,10920,g2843,0.01092
1700,129821219,beneficial,36956,Hypermutator,1623,10015,g37,0.010015
1700,129821220,beneficial,65621,Hypermutator,1623,10015,g66,0.010015
1800,130655276,background,932997,Hypermutator,1634,865721,g933,0.865721
1800,130905366,background,2151461,Hypermutator,1637,865721,g2152,0.865721
1800,131640288,background,333432,Hypermutator,1646,129614,g334,0.129614
1800,131737943,background,3661508,Hypermutator,1647,129614,g3662,0.129614
1800,132885039,beneficial,23626,Hypermutator,1662,865721,g24,0.865721
1800,133730235,background,3624856,Hypermutator,1672,56015,g3625,0.056015
1800,133841141,beneficial,91258,Hypermutator,1674,129614,g92,0.129614
1800,133953633,background,2337638,Hypermutator,1675,88345,g2338,0.088345
1800,134290817,background,2770494,Hypermutator,1679,47390,g2771,0.04739
1800,134392315,background,546296,Hypermutator,1681,33845,g547,0.033845
1800,134430928,neutral,298120,Hypermutator,1681,51679,g299,0.051679
1800,134596217,background,529886,Hypermutator,1683,47390,g530,0.04739
1800,134671650,background,1787605,Hypermutator,1684,10059,g1788,0.010059
1800,134828234,background,897364,Hypermutator,1686,14920,g898,0.01492
1800,134868777,background,165612,Hypermutator,1687,18328,g166,0.018328
1800,134932828,background,1574663,Hypermutator,1687,11865,g1575,0.011865
1800,134934191,background,889954,Hypermutator,1687,14663,g890,0.014663
1800,134938616,background,3994555,Hypermutator,1687,19039,g3995,0.019039
1800,134987267,background,2424936,Hypermutator,1688,14663,g2425,0.014663
1800,135018611,background,3553724,Hypermutator,1688,11952,g3554,0.011952
1800,135059652,background,3530996,Hypermutator,1689,15620,g3531,0.01562
1800,135065548,background,1285712,Hypermutator,1689,14663,g1286,0.014663
1800,135097117,background,785394,Hypermutator,1689,11865,g786,0.011865
1800,135130508,background,2018005,Hypermutator,1690,10059,g2019,0.010059
1800,135289988,beneficial,71521,Hypermutator,1692,56871,g72,0.056871
1800,135414210,background,658048,Hypermutator,1693,10583,g659,0.010583
1800,135456680,background,1828927,Hypermutator,1694,16938,g1829,0.016938
1800,135474208,background,3445718,Hypermutator,1694,38126,g3446,0.038126
1800,135560586,background,3362619,Hypermutator,1695,10213,g3363,0.010213
1800,137062873,background,3579824,Hypermutator,1714,19820,g3580,0.01982
1800,137948080,beneficial,52214,Hypermutator,1725,18984,g53,0.018984
1800,138293756,background,2151547,Hypermutator,1729,13143,g2152,0.013143
1900,140190799,beneficial,71744,Hypermutator,1753,962141,g72,0.962141
1900,140958837,background,3785138,Hypermutator,1763,94949,g3786,0.094949
1900,141418274,background,1246358,Hypermutator,1768,72665,g1247,0.072665
1900,141444624,background,2520199,Hypermutator,1769,62110,g2521,0.06211
1900,141553061,background,1772283,Hypermutator,1770,62110,g1773,0.06211
1900,141568292,background,702097,Hypermutator,1770,105519,g703,0.105519
1900,141592240,background,2690738,Hypermutator,1771,105519,g2691,0.105519
1900,141605953,background,1470195,Hypermutator,1771,20442,g1471,0.020442
1900,141930938,background,2114237,Hypermutator,1775,58712,g2115,0.058712
1900,141963310,background,69157,Hypermutator,1775,34501,g70,0.034501
1900,141966634,background,1852828,Hypermutator,1775,20442,g1853,0.020442
1900,141995096,background,1286500,Hypermutator,1776,34501,g1287,0.034501
1900,142087635,background,3639065,Hypermutator,1777,27806,g3640,0.027806
1900,142116923,background,2808694,Hypermutator,1777,55153,g2809,0.055153
1900,142209242,background,3297310,Hypermutator,1778,16494,g3298,0.016494
1900,142273221,background,2934992,Hypermutator,1779,10275,g2935,0.010275
1900,142311279,background,1148274,Hypermutator,1780,24362,g1149,0.024362
1900,142461102,background,2771134,Hypermutator,1781,27806,g2772,0.027806
1900,142529304,neutral,243393,Hypermutator,1782,14329,g244,0.014329
2000,142542385,background,678572,Hypermutator,1782,15058,g679,0.015058
1900,142633458,background,900197,Hypermutator,1784,13624,g901,0.013624
1900,142636174,background,2310444,Hypermutator,1784,24109,g2311,0.024109
1900,142641057,background,2743175,Hypermutator,1784,13432,g2744,0.013432
1900,142671914,background,1947954,Hypermutator,1784,10203,g1948,0.010203
1900,142730305,background,1542543,Hypermutator,1785,11351,g1543,0.011351
1900,142811409,background,1292241,Hypermutator,1786,22237,g1293,0.022237
1900,142884155,background,592684,Hypermutator,1787,11390,g593,0.01139
2000,143030765,background,2604561,Hypermutator,1789,15058,g2605,0.015058
1900,143049715,background,12996,Hypermutator,1789,15115,g13,0.015115
1900,143081022,background,3771741,Hypermutator,1789,11335,g3772,0.011335
1900,143222597,background,1756008,Hypermutator,1791,18209,g1757,0.018209
2000,143254543,background,3858290,Hypermutator,1791,15058,g3859,0.015058
